id,latitude,longitude
1ac0ec31-1d63-4716-850b-a6a9bd7001d1,23.0618619,72.5946126
6e4c51a1-99bb-4599-9407-ca6c05485020,23.0361538,72.587623
25417a1c-920f-464b-a7d6-f986f8f90768,23.0261279,72.5663912
7151ef5d-cd13-47e0-afba-e8d0fd5987a1,23.0357774,72.5549169
912e02f2-31b2-4a54-9472-aae9f4473082,23.0367805,72.5547452
f3ac5afb-0423-4127-b8d5-352dedef8d8b,23.078458,72.6093831
ae1eddc2-6716-4ceb-8b77-b76b5c1c69f9,23.0563183,72.5881867
e4534ace-ae67-456e-91c8-173984f89755,23.0578947,72.5874092
cbda1b68-51e4-45d1-ada8-68478d3c46fa,23.0389124,72.5469818
47216c43-a630-4bd9-84b4-6cc92b2a1de7,23.0334404,72.5528137
f5b0bdd3-f875-4a05-a667-940ef4860a7a,23.045949,72.5478425
98fc608b-85e2-4de9-9451-9934d89168cb,23.0347434,72.5975944
d8d76fa1-da20-43b7-a458-a9fe79e18f47,23.0041494,72.5749872
041834cd-8c91-4a3d-a4a2-f64a32b1e6e8,23.0828118,72.6196458
9c76dc93-0188-4f97-a33c-40b4c10f8e82,22.9882489,72.610953
53e03870-0199-4c5e-b69f-1f95f21ef737,22.9920672,72.6007528
9fa38581-2a96-41b9-8789-07b5eae36802,22.9925703,72.6039993
ba8ccf25-263c-427b-8c0b-e61abcb23dfc,22.9916414,72.5857836
50360e06-1cbf-4e1b-b297-3a7f6338f295,23.0557387,72.5193046
345571bb-ef35-424c-915b-b7edfa18f2c4,23.0436059,72.5205437
92241a96-bedd-408f-ac12-f26d80dd23a7,23.027489,72.5116443
d9d39cf1-f023-4624-a39c-1782d530a5fb,23.051638,72.4868718
28da9ebb-0461-4325-b08c-ee76f053f664,23.0504161,72.5079903
bfe6ea7e-23ba-445a-b175-444d488af583,23.0504354,72.5099253
1b1153e0-0ac6-4318-a5cb-f8b1348b23c7,23.0685514,72.5287717
3ce427bb-8276-426b-b033-89a22abff8e6,23.0538791,72.571558
3ec76040-9a8e-4b60-ae28-fd08db51de18,23.0261429,72.5462472
3b3e4266-8d6f-4630-87ed-1fb4322e098c,23.0461629,72.5159926
aec8146f-07eb-4a0f-b146-5f0598789430,23.0505527,72.5375878
eeb95f7a-1e30-4cc8-b576-3fc03dcb4993,23.0488021,72.5389461
3a5709cf-6aa4-4af8-a83d-7ae8add9c8e3,23.0472692,72.5504112
b7f37718-1ab3-4889-be1f-28f74c3f2f2e,23.0411314,72.5548403
90822d4a-447e-41ed-90f8-6e3c720d954b,23.0417456,72.5548074
bba79a84-624f-44e9-82c1-9b25c0e10066,23.0300988,72.5550699
8688b469-d8ba-4c84-b268-1982c92f5ccf,23.0307072,72.5671933
87f48c01-f6ee-4f3e-a133-eebaec45b79a,23.0262211,72.5643376
08e1eef1-25b7-483f-8f7c-766680e13715,23.0293579,72.5670618
e7ee7461-1c7c-40d7-891e-b21c95088317,23.0288711,72.5670568
8163365c-4046-4d85-a3e4-fe7ba594ebbc,23.0281408,72.5666662
450c77cf-c487-447e-a414-d3673d570612,23.0343834,72.5641634
92c4542e-d652-47ce-9b67-0d5af910074f,23.0303374,72.562193
3c6886c7-eee5-42e2-8687-abdf0b95857d,23.0351891,72.5625439
a379243c-2c3b-49aa-8292-f551142518e4,23.0460941,72.5304301
08ec2228-0fef-4dd5-91e4-245d0a30e2a0,23.0362096,72.5320083
a8a8c4b2-0716-4367-9c96-235c4d5eba70,23.0382381,72.5274429
adf9aa49-5f73-4af6-a01a-8b6b20c31ddd,23.0423814,72.5242029
1d02e601-3dff-4a03-9bc4-30f8970a42a6,23.0332387,72.5192328
4d65d1d1-33d3-4670-bf77-85c9faecb82b,23.0401326,72.5431452
611a4281-e286-4284-8408-070db0d84945,23.0235385,72.5344897
6c167901-5c09-42c9-9381-6de787e02c4f,23.059958,72.5614322
623d78dd-1870-44fd-a424-7e5ed605472d,23.0352489,72.5391693
241dec9f-cad8-4326-bd72-f87bd3a75439,23.0367826,72.5276075
a9aa8e0a-e74b-4e83-8dde-0d1b8108a15d,23.0349865,72.5275007
8e930212-0600-498f-94ae-ad0945e5fcc8,23.0373262,72.5276985
1f8b8202-39eb-4fd5-8841-278a87be5689,23.0580352,72.5340707
77c6fe61-6ccb-4ae9-b2d5-4b627d6add10,23.0554503,72.5339571
d615a510-0f6a-4593-ad17-d831cf79195e,23.0539327,72.5338328
13786180-cead-4bf3-8e11-f730532b6c33,23.0553877,72.536009
21c978fb-7b3c-48f8-93bb-32a3d1822638,23.0556264,72.519596
03c66c9e-80f9-402d-b488-8c8a6e6c6a99,23.0535765,72.5242382
cd63a534-2623-4e8c-848f-e8ca1cf043f7,23.0521691,72.5276454
ad6c9b59-e026-4888-ab57-3728d8bdd3f7,23.052172,72.5352082
eb323494-4bb2-4ac8-bdee-bcf429d2b07e,23.025737,72.5266648
e748801f-a492-4baa-a3d8-d7f451d49d09,23.0589204,72.5205871
599290b4-6b66-4743-b365-35e24358c25c,23.058321,72.5307147
2a2013a7-8a17-4d16-b252-130ea5bf1a28,23.0593521,72.5275836
1ca7182f-47e4-4143-ba2b-72b024297eef,23.0564362,72.5258378
f9879236-398f-449d-bc30-7abf6e75b8a2,23.0510295,72.5360854
1c3695f7-82bd-4b22-a796-1678028b416c,23.0612048,72.5245751
e74cef90-204d-404e-aece-0126060e7506,23.0538989,72.5306996
bc5b7fef-467b-475b-96a7-52cb21fef8f9,23.0386961,72.5302083
22595ae6-8271-49fc-8e65-f8538ad1e832,23.0315837,72.5249003
3ec7e19e-8cd2-4008-ba14-d7435d7d2968,23.0320336,72.5251975
a013d0e9-25d7-4123-8cd0-cab76f65b79d,23.0304023,72.5269441
a8876463-5f46-42e8-8e6a-51afd43f5db6,23.0130691,72.5205893
7a1ba2c5-9e59-418f-a4e8-0efd5b00ed55,23.0131994,72.5223083
06dc974a-7fe2-4de0-b8cf-7cac05ecc56b,23.0136086,72.5261521
77928362-acc3-4a8a-b83f-b864c7f93d3b,23.0159765,72.5369036
6d0f6dee-cfa9-4a26-991d-0e2726a5eded,23.0165993,72.5381279
9d70490a-a234-4bef-b202-9e114800c670,23.0296037,72.5411716
dd0442e0-b182-44eb-aef8-2c4848c4b01c,23.0222079,72.5401862
e4aa426d-309d-43f5-8861-8d76c43809cd,23.0058234,72.5451339
6eb66968-e223-4e82-9e80-2dfef1f4a26a,23.0076334,72.5442719
fb1d9b12-4691-4e16-9220-bda0de4ddab4,23.0093715,72.5435968
e622f658-ba49-4d8c-bb5d-a34a062eb38b,23.0222194,72.5409473
b14e4e0e-2ce7-455e-aedd-371e1e332aa2,23.0192543,72.5322409
db9f25cb-965a-4680-a859-c55e30ac3b23,23.0188415,72.5162454
38bd4b86-884e-4345-8c4c-034bf7c5f99b,23.0192519,72.5189884
f3e93538-9b22-4efa-a41e-8a7dd6eb3c90,23.0193651,72.5210217
65d313ea-23ed-468f-ac43-a8572ac67b75,23.0400223,72.5124735
01e70250-1c57-47f6-a6b3-13316d13c45b,23.0419392,72.5134598
0f20002d-7198-42de-beea-a3a4a7f44456,23.021071,72.5160152
31bc47a6-2a92-4e03-8c88-8d1071875918,23.0213231,72.5196672
c564b5b0-77d2-402c-a126-ad76390582cf,23.0229087,72.5201349
9d675a9c-f589-4b89-852a-822a3a822a86,23.0165276,72.5247201
55a4dbdb-13b3-4c64-a804-4fc22e245aa7,23.0243033,72.5324306
06611aaa-278f-4773-b257-55b9f7aecaab,23.0343561,72.5020087
a784efbe-08ec-40bc-891f-d7a24b01e192,23.0341841,72.5036701
edb91c03-6f73-4dc1-8974-73410f76a3e4,23.0462264,72.5093911
ab3cc885-8efc-4ddf-b077-a091bd025765,23.0377636,72.5043472
ab43b3bf-05c5-4771-8c9e-7c26aba6860a,23.036381,72.504044
6eb9ac8b-d6a2-401d-ba97-01dde1cafc40,23.0405384,72.502783
e6353fbc-7266-4198-8858-59246276a97e,23.0403962,72.5069969
1b68d373-e3ac-47a7-bd7d-37755eb80898,23.0393781,72.510121
b708fa7c-958a-4a03-b3ce-bf090e2fe0bc,23.0426856,72.5060585
83af2088-5036-479d-98b9-ac53aa3cbff3,23.0447652,72.507064
48020911-5588-4b7c-8cb4-f785b5e08d57,23.0522828,72.4736372
1e00dbe9-c240-4eb8-afbc-e0375bdc0617,23.0541491,72.4779467
0c0bd945-184e-403f-8268-932ab6eb45a8,23.054072,72.4781328
85f1a388-5425-42d8-8e29-3877d67b693b,23.0291437,72.4759781
b581618d-d1d7-4f4a-89d6-9b0b28edd282,23.0295906,72.4749547
7e004f8e-4e32-4a27-b495-901364bc08fb,23.0503792,72.5507116
cc8cf711-6b51-4346-8f94-7d2b4e1e8c8f,23.047998,72.5567492
0f7ab6c5-0bbf-47d4-b197-df81081c3f7e,23.0550964,72.5557676
ae6493ab-f15c-43e7-a9bb-9589f094a85c,23.0574552,72.5596892
69a1a3f9-8927-416e-8cf0-a1f5d0fb8902,23.0577385,72.561647
b624be73-630f-4490-9aab-b867925ca9ce,23.0305319,72.583525
219601a8-85e5-4cd8-80df-abf71cd27f4d,23.0298386,72.5826704
e3a73fe5-6174-4d09-ac01-627c31e5534b,23.050324,72.589848
75391223-1698-4b85-a889-de0af94c8cf4,23.0264465,72.583101
e0bec78b-b99b-427c-b4e2-7b1936e004ba,23.0217098,72.5841322
4e1e0894-c74d-48dd-a735-fd10d7e73b1c,23.0200345,72.5857131
e3f05c79-404b-48a1-a6f9-d5a516bfb549,23.0243875,72.5861874
f5d60ef6-997e-4d85-8b93-7101ce759d56,23.0245929,72.5899923
0381ef68-7639-44e9-9317-f7d7cbabf057,23.024908,72.5950614
4f19f67a-fcde-400a-a6ad-5461bc2bea93,23.0222328,72.5795494
9e548603-13c0-4e3c-819d-49bc30c04005,23.0344981,72.5794973
9771a16f-a4cf-4337-94de-17d6d4273baf,23.0379131,72.5797345
6947145a-df0b-438e-965a-f09f9f83d7a5,23.0276526,72.5792666
ec5d880c-cd8d-4e8a-8ef6-9f4bca5d703e,23.0629959,72.5970306
de4e8e93-65da-4219-9769-6983fd58e2a8,23.051128,72.5837766
668f6e47-484f-40ce-8a3e-b1bccfc68346,23.0528097,72.5952052
66c5f7ce-8e44-4e73-a644-417f2484953a,23.0550635,72.5970781
7537f1bd-487f-42bb-9812-7101f617e95b,23.054685,72.6000524
bab55381-0055-47bf-a490-05820e8c46ea,23.0517902,72.6005464
32577f05-2256-4210-a0fb-e42c9efaebf0,23.0471031,72.6013998
fd1cc09a-f370-4f58-98f6-0aad976f6a98,23.0402403,72.5965943
738d4bc3-eda7-463e-b68e-d2fbc65cd82b,23.0441288,72.5968172
11b257ca-3f79-4a80-97ed-9b77bf1b4f9d,23.0489179,72.6058249
0512d775-471c-45c1-a8a8-049150450e08,23.0526166,72.6102288
100a3402-7d9f-422d-8176-31c0bb3564b9,23.0610444,72.5929951
cfa9a927-6bf3-4fea-9df7-4f9e1c756fa4,23.0603475,72.591982
82ab5703-38ee-428e-9d60-2880b5c364eb,22.9996911,72.4987339
1bc143fe-fb09-4de8-b879-46f62b3a0a82,22.9996473,72.4988516
7c77165f-944b-4069-8f21-1e3e4eba7992,23.0472288,72.5393918
9e5a479e-c579-4cc5-b109-eb8489cfd692,23.0160796,72.5064888
b00efae3-c68e-4cd5-9491-34200d171ec8,23.0162011,72.5138858
afca3be6-6bdc-4938-b2c9-2c51db86a309,22.9990386,72.5008498
ce5c5ef8-e108-4543-b3e9-45a47cbcc463,23.0104188,72.5110224
f5dded55-8690-47f2-8cfc-5c928406df30,23.0101463,72.502427
ed7f46ae-306d-496c-a95f-3eaf40159696,23.0238505,72.5489227
c8e34d55-d6cd-44a9-9c32-7c6099c58ea7,23.0289324,72.5494992
f0d83a32-57e4-4979-88c7-a11c2f696303,23.0602466,72.5675259
93f994c4-bdfe-46a6-a284-d10ffa875c78,23.0697904,72.5316387
312d4a7c-5e8f-42cb-93ae-4cf5022ab731,23.0631721,72.5322205
cd3fe15d-71ac-4199-b566-f7e710b91651,23.0707733,72.54769
2103300e-01fc-4d7c-8437-32a997d7143d,23.076566,72.5386479
1b7e19d4-8677-4c07-b361-f0872b7cc0fa,23.1178776,72.5111752
aa24ddb8-3bff-4bab-bc56-e2011b40fc1c,23.0987732,72.5314742
79d78820-06ec-48da-9d22-1bc3aa5db9a6,23.0698864,72.5457114
440d5c87-5063-45aa-ab54-12de68abc20b,23.0682557,72.543542
b3c3b58c-f4c1-4f65-b4cb-977bf9a6cec5,23.0076819,72.5972409
30deb3c4-d1ea-49f7-a524-3142f912ef17,23.0095099,72.5993118
753604e4-44a5-43b3-a1d3-96c4e8c21dea,22.9887182,72.6036663
e4ba0624-9ee2-4a51-bd21-24abc7de976a,23.0117647,72.5974673
735ebb75-bf8b-4162-bac1-83f538347c61,23.0174455,72.596476
5db7a11a-59e3-4f17-92c6-47c64d4956d0,23.0156629,72.6002985
47ab0039-dc0c-4630-b18e-1473cbf46d3f,23.0439248,72.5549402
37dfa20e-6652-4563-ac27-616b1d1caa8e,23.0448125,72.5476252
113494c9-c036-4495-b60a-0d2e8595ce76,23.0400345,72.5507476
b2da3d5b-d852-446d-b755-5b2d7de7aa95,23.0416027,72.5512125
5f31e367-c427-4244-b8ba-a3dc52081229,23.0435205,72.5527757
8d99db2d-ba4c-48df-9ed2-6020064081cc,23.0418024,72.5513057
fd15cb11-65c9-4caf-8929-f9a2b020ac4a,23.0420533,72.5570882
97b40380-534b-4d90-baa9-3768d431074e,23.0423647,72.5543056
847e9847-3120-4c3a-9181-4037178dbabe,23.0441839,72.5519341
abea67d2-3f72-4f98-b81a-815cef7b562a,23.0463268,72.5441864
bd7e3a1f-40f1-44ec-a3f2-4d9d6c01f529,23.0196266,72.5543448
a93dc5fc-5c77-44c1-98dd-d9108a0cc2a8,23.0098017,72.5593492
bc6efa27-b6a9-4408-a609-38461240a374,23.0098034,72.5575951
049d93d5-b7eb-4616-9239-7344ccf2104a,23.0097176,72.555554
4a8bd20a-a3de-409f-bcc7-8f0b0ca053a9,23.0111542,72.5427922
c8b79392-0549-4f7d-8808-52056d4ead80,23.0053102,72.5489882
94971b0d-2093-44e4-9582-acc41947eb46,23.0086493,72.5538267
5cfb5022-eab5-47c5-b0a6-c3506fa0692f,23.0054693,72.5441935
706301d6-db92-4e05-b3fa-94ffacfbd54a,23.0220256,72.5684432
c8cdbb64-0dcf-4434-9b04-8737a1fdbcc2,23.0126596,72.5611669
9abdb730-7748-48d5-9c5a-c61a8ff692b6,23.0159947,72.5716565
46043b6e-5a41-4e0d-9b53-119629f2bc01,23.0144664,72.5715712
b0b85aa2-7888-4ae6-b64a-1dcc3361e7b5,23.0126827,72.5680962
aff9cdd4-3fac-4072-886a-b15e69e29da9,23.0050364,72.5523583
d119f8fe-e096-45da-8876-628f24bf439b,23.0125136,72.555274
33cabded-9a36-40fe-aeba-ce8c63a3da99,23.0124512,72.5550274
5d7272ec-6ee1-4da3-8e9e-293c418a0021,23.0132134,72.5483201
9f4546a1-1a7b-4f55-9839-3d113ea4e17f,23.0064391,72.5330614
f255e1dd-faa8-43a6-a0df-4716445b1a0f,23.0122537,72.5538429
4dcab5ce-29d9-4ee0-9b02-3c3e4f2e230a,23.0120878,72.5516542
3210bd1d-63fe-4048-82d6-a68e986b3d8d,23.0034688,72.5203619
c886f70c-0ee4-4933-98ad-1a4427dfb6bc,23.0034478,72.5177997
4e3dfe30-a4c2-4020-b160-e3624f0f3dc8,23.0045746,72.5475859
4f35db1f-4257-4cf7-a055-222148294522,23.0046637,72.5475411
62729733-45db-4c43-804f-a001bb92cea7,23.0193427,72.5683892
43e43431-156a-4df1-9552-f734f76bf692,23.0135177,72.5701679
a27b66a9-fe22-4f43-8b99-3cff03ad4270,23.0050092,72.5595099
b714b4a7-c97d-4a8d-9543-ad09959eaa82,23.0056247,72.5591792
5f776ac0-27ff-4c70-99d9-1b8f3966b8c7,23.0061132,72.5597117
c1db8db3-3955-4396-8db2-b1a452452cde,23.0134168,72.5572064
0cfdc0da-2ff4-48ff-b684-962a1e650a66,23.0158722,72.5625457
6f6829dc-b1e6-4d41-a7e7-6cbf9fb52636,23.0056455,72.5640224
23ac9355-21a7-4d04-8db3-c6575aaccd98,23.0123604,72.5492807
a24bde59-93c1-4a6b-8d54-e68efa596334,23.0112477,72.5461065
88aa8a27-9042-4552-88c5-e8480f15b12e,23.0021138,72.5621616
39768c4e-92bc-4b27-85ba-fd93de4f9320,23.0062793,72.5598935
77e756e5-e324-4715-b507-81039ae60ad2,23.0134357,72.5603203
78adb7b9-f09a-447b-b2d4-34f6f8c5271e,23.0128471,72.5560664
0348d2ec-58d9-4a96-8d03-7712814b702e,23.0139477,72.5582114
213f0008-405a-4d4c-bc06-46838143aa59,23.0008767,72.5387323
fbf5330d-189d-4a3e-b66e-662e1de1b15a,23.0058223,72.5390433
1c98d24e-3800-4fa7-9c38-693d704fce1f,23.0041318,72.5353327
6937a0b3-3aff-4402-97df-7b0931c51c6e,23.0007877,72.5373858
0fa6bb6e-fc2b-4f6e-b0c4-a41c6267c038,23.0273428,72.5070815
f260ed50-cf6d-453e-baff-da252806d373,23.0464859,72.5578329
69eabcb6-6764-4a69-96ce-cce7d0d515c8,23.0450691,72.5570888
c3f990e9-d04b-48bf-a29c-f298b3a80d7a,23.0399258,72.5664034
c8dea687-abad-4a86-bd4d-c48f6bce5734,23.0401121,72.5678407
d91a94ba-e6f1-4073-9dd6-f873d8cfc8f2,23.0164645,72.5927453
17e6169f-b457-4183-8f07-d930f4007d7e,23.0067851,72.6105319
547b6f59-6e47-4305-8262-d66719d56032,23.0017457,72.621858
b58f0962-7838-4093-bc3a-a9abdeb07c67,23.052152,72.5985399
8c3875a1-edfc-4f32-b152-0ab80d110647,23.0060625,72.6129077
3d7fb695-ec8d-4ded-a2b3-d7412e9ed0f0,23.0313945,72.615094
6f36cf85-f845-42af-bcff-3a172fe8145e,23.028705,72.6174094
35e5f6ed-833c-43c8-b3ac-cefd928085e6,23.0130907,72.6183924
a356ee6d-e7ef-4108-bb9f-a592f816a165,23.0106161,72.6165409
d9091385-b39e-4177-8ea3-ec58eca2e869,23.0282267,72.6114152
33717826-b002-451f-8196-090a22bc3325,23.0448928,72.6275342
4f5d7e9d-9800-4b34-9cb8-22dfeff6104c,23.0503977,72.6323391
928991bd-d89e-47c6-9bd3-0373baacc5e0,23.0277028,72.6044228
0f04e4ad-cceb-4e63-ad04-7659ee3a2bb4,23.0310084,72.610004
16d87d82-12b9-4ad0-847c-1ab21c8e6488,23.0372957,72.6303205
f07d2388-2097-49f1-9322-de66f058fa1a,23.0144999,72.6329495
909d3f24-5216-4ee0-97ff-032f14bd0cbb,22.9839042,72.6024336
32136b3e-16c8-499b-83c3-168240247e01,23.0228716,72.5989191
1fe6ed41-d40c-409e-8efd-f13878cefcae,23.0206435,72.6070643
c7952d0b-04b1-408f-aaba-0f85b4cae86c,23.0144342,72.6070979
f73ca0cc-d6d9-4e8f-94de-85e7e6a45e00,23.0159351,72.6071408
c7223a98-10e1-41c7-9aa8-51959e58ba7e,23.0245485,72.6064514
8d83c1d2-0482-4909-9834-0668a165637d,23.0158561,72.6100505
8b1f98a8-3736-4c95-88d7-a1b03e347a49,23.017226,72.6216733
82266ba1-4e56-4523-b9be-94b49af03a51,23.0113602,72.631102
a91ddeed-5ea2-45d0-85aa-df52b005319a,23.0131324,72.6221624
fa31af8a-0241-4ee1-86a9-00ae524f29a2,22.9850335,72.6204561
56274766-909d-46f3-9d0b-20797e4e9f61,22.9831892,72.622852
83d23f55-4887-4783-92f8-dcbcc9b1fa3c,22.9949741,72.6138495
88d014c8-2037-48b7-a51c-4efbc506ba21,22.9941931,72.6191485
eddcb24a-d016-4e80-995e-29391741a3b7,22.9981501,72.6142843
9911683e-07e5-4862-b202-195fb7f8eb18,22.9975136,72.6191681
b22ba87a-3fd6-459a-9ccd-c5529f0e52d2,23.0545528,72.6359385
53dffc9f-f78e-4b99-ae40-fb8478192e28,22.9782549,72.6625392
dcd60fe7-e6e7-46d5-8f13-0f76090f672e,23.0986737,72.6671924
5d33508d-1965-4f66-ad9f-42359f2b0dc7,23.078164,72.6533889
02101b0b-dbbd-4dc8-b267-e65776b2bc05,23.0996528,72.6710637
96cb7999-d0c4-4a5e-abb6-afbb99798d20,23.0864939,72.6471423
042e0189-23e2-4f1d-afa7-1d40459aeb6c,23.0804589,72.6437008
ef67da6c-7644-4857-b0a2-d0704355fb41,23.0758296,72.6559259
d9384b45-693f-4a80-ab6f-393b0ac2e347,23.07804,72.656454
d8c817bb-795c-44a9-9574-698299323f04,23.1340163,72.6329599
831dff3d-ecc2-4840-9c2f-9e86cde31efd,23.1338618,72.6332598
02e1edcf-9415-4630-bb11-99f7e78684ea,23.1340609,72.6331844
79d0a38f-17a5-4f5f-bf2e-a02b3e31462d,23.0738178,72.5924979
c6e8a603-4a22-4d41-80b1-c6e09416ef18,23.1056205,72.5975259
327ae5eb-4290-4b53-911a-e877e08e7fd8,23.0245767,72.5897894
f191bf16-60dc-45c3-993a-61c57c2b0928,23.0607117,72.580284
fca87475-22cb-41ec-818f-85d18315dafd,23.0243707,72.5863904
